21,20,19,28,32,22,13,27,22.75,17,19,26,28,20,25,27,24,23.25,0,7,0,75,71,7,0,3
24,30,23,14,34,22,23,15,23.125,18,17,19,26,28,20,25,27,22.5,0,7,1,75,71,7,0,3
28,33,32,16,17,10,12,28,22,19,18,17,19,26,28,20,25,21.5,1,1,1,74,73,8,0,3
30,24,18,11,18,15,17,13,18.25,12,19,18,17,19,26,28,20,19.875,1,1,1,74,73,8,0,3
20,16,12,6,6,6,11,20,12.125,9,12,19,18,17,19,26,28,18.5,1,1,1,75,64,5,0,4
24,23,10,7,12,7,8,18,13.625,7,9,12,19,18,17,19,26,15.875,1,1,1,75,64,5,0,4
19,16,6,8,9,11,6,8,10.375,4,7,9,12,19,18,17,19,13.125,1,1,1,75,57,7,0,3
16,15,2,4,3,7,8,16,8.875,5,4,7,9,12,19,18,17,11.375,1,1,1,75,57,7,0,3
14,15,5,1,1,3,3,10,6.5,6,5,4,7,9,12,19,18,10,1,1,1,75,48,6,0,3
18,13,5,3,1,5,5,11,7.625,2,6,5,4,7,9,12,19,8,1,1,1,75,48,6,0,3
11,11,3,2,3,3,6,13,6.5,4,2,6,5,4,7,9,12,6.125,1,1,1,74,52,6,0,3
12,8,6,1,7,5,5,8,6.5,0,4,2,6,5,4,7,9,4.625,1,1,1,74,52,6,0,3
4,5,4,2,5,1,1,3,3.125,1,0,4,2,6,5,4,7,3.625,1,1,1,73,53,3,0,3
5,4,3,2,2,5,0,3,3,3,1,0,4,2,6,5,4,3.125,1,1,1,73,53,3,0,3
5,3,4,1,0,3,2,2,2.5,7,3,1,0,4,2,6,5,3.5,1,1,2,73,53,0,0,3
3,4,4,1,5,1,5,5,3.5,2,7,3,1,0,4,2,6,3.125,1,1,2,73,53,0,0,3
7,6,2,5,2,3,8,4,4.625,2,2,7,3,1,0,4,2,2.625,1,1,2,74,52,6,0,4
7,7,7,12,9,5,5,3,6.875,5,2,2,7,3,1,0,4,3,1,1,2,74,52,6,0,4
11,5,12,10,13,2,7,5,8.125,8,5,2,2,7,3,1,0,3.5,1,1,2,77,45,7,0,4
4,8,14,11,5,5,7,5,7.375,15,8,5,2,2,7,3,1,5.375,1,1,2,77,45,7,0,4
7,11,20,17,9,5,2,4,9.375,7,15,8,5,2,2,7,3,6.125,1,1,2,78,42,8,0,4
7,16,10,11,9,7,5,9,9.25,9,7,15,8,5,2,2,7,6.875,1,1,2,78,42,8,0,4
20,10,9,14,12,10,8,9,11.5,7,9,7,15,8,5,2,2,6.875,1,1,2,80,39,10,0,7
13,10,15,7,9,7,14,17,11.5,13,7,9,7,15,8,5,2,8.25,1,1,2,80,39,10,0,7
9,18,16,8,9,8,11,10,11.125,7,13,7,9,7,15,8,5,8.875,1,1,2,82,38,10,0,7
9,16,11,14,14,11,19,7,12.625,12,7,13,7,9,7,15,8,9.75,1,1,2,82,38,10,0,7
16,19,15,14,13,8,10,17,14,5,12,7,13,7,9,7,15,9.375,1,1,1,83,37,9,0,7
22,12,18,11,23,11,13,23,16.625,10,5,12,7,13,7,9,7,8.75,1,1,1,83,37,9,0,7
15,22,18,15,18,17,11,19,16.875,17,10,5,12,7,13,7,9,10,1,1,1,85,36,9,0,7
15,23,17,20,22,22,15,23,19.625,22,17,10,5,12,7,13,7,11.625,1,1,1,85,36,9,0,7
24,28,19,12,22,17,18,9,18.625,17,22,17,10,5,12,7,13,12.875,1,1,1,85,44,14,0,7
26,26,11,13,21,15,11,15,17.25,21,17,22,17,10,5,12,7,13.875,1,1,1,85,44,14,0,7
18,25,28,14,12,14,22,25,19.75,18,21,17,22,17,10,5,12,15.25,1,1,1,84,55,15,0,7
18,26,18,22,18,24,17,23,20.75,23,18,21,17,22,17,10,5,16.625,1,1,1,84,55,15,0,7
24,21,22,19,19,28,18,10,20.125,23,23,18,21,17,22,17,10,18.875,1,1,1,84,55,17,0,7
22,17,26,29,16,11,25,17,20.375,18,23,23,18,21,17,22,17,19.875,1,1,1,84,55,17,0,7
17,27,26,29,24,21,22,18,23,17,18,23,23,18,21,17,22,19.875,1,1,1,84,56,16,0,7
26,22,29,31,27,20,15,20,23.75,23,17,18,23,23,18,21,17,20,1,1,1,84,56,16,0,7
30,28,36,26,21,20,12,21,24.25,17,23,17,18,23,23,18,21,20,1,1,0,83,56,20,0,7
22,25,44,31,26,23,24,24,27.375,24,17,23,17,18,23,23,18,20.375,1,1,0,83,56,20,0,7
24,26,33,42,34,20,19,17,26.875,27,24,17,23,17,18,23,23,21.5,1,1,0,84,49,9,0,9
27,30,25,31,23,11,15,22,23,28,27,24,17,23,17,18,23,22.125,1,1,0,84,49,9,0,9
25,16,25,26,21,22,16,12,20.375,27,28,27,24,17,23,17,18,22.625,1,1,0,80,64,15,0,7
20,17,44,32,27,23,12,18,24.125,40,27,28,27,24,17,23,17,25.375,1,1,0,80,64,15,0,7
28,27,34,22,32,14,15,22,24.25,53,40,27,28,27,24,17,23,29.875,1,1,0,79,69,15,0,7
26,28,33,28,23,16,16,15,23.125,44,53,40,27,28,27,24,17,32.5,1,1,0,79,69,15,0,7
19,31,35,26,24,28,20,9,24,37,44,53,40,27,28,27,24,35,1,1,0,78,76,10,0,7
17,26,21,27,22,33,25,27,24.75,26,37,44,53,40,27,28,27,35.25,1,1,0,78,76,10,0,7
18,21,20,19,28,32,22,13,21.625,38,26,37,44,53,40,27,28,36.625,1,1,0,77,82,9,0,7
19,24,30,23,14,34,22,23,23.625,38,38,26,37,44,53,40,27,37.875,1,1,1,77,82,9,0,7
12,28,33,32,16,17,10,12,20,25,38,38,26,37,44,53,40,37.625,1,2,1,77,82,9,0,7
9,30,24,18,11,18,15,17,17.75,15,25,38,38,26,37,44,53,34.5,1,2,1,77,82,9,0,7
7,20,16,12,6,6,6,11,10.5,18,15,25,38,38,26,37,44,30.125,1,2,1,77,82,7,0,9
4,24,23,10,7,12,7,8,11.875,8,18,15,25,38,38,26,37,25.625,1,2,1,77,82,7,0,9
5,19,16,6,8,9,11,6,10,9,8,18,15,25,38,38,26,22.125,1,2,1,77,82,9,0,9
6,16,15,2,4,3,7,8,7.625,9,9,8,18,15,25,38,38,20,1,2,1,77,82,9,0,9
2,14,15,5,1,1,3,3,5.5,6,9,9,8,18,15,25,38,16,1,2,1,76,85,9,0,7
4,18,13,5,3,1,5,5,6.75,4,6,9,9,8,18,15,25,11.75,1,2,1,76,85,9,0,7
0,11,11,3,2,3,3,6,4.875,1,4,6,9,9,8,18,15,8.75,1,2,1,75,90,7,0,9
1,12,8,6,1,7,5,5,5.625,5,1,4,6,9,9,8,18,7.5,1,2,1,75,90,7,0,9
3,4,5,4,2,5,1,1,3.125,1,5,1,4,6,9,9,8,5.375,1,2,1,75,90,5,0,7
7,5,4,3,2,2,5,0,3.5,4,1,5,1,4,6,9,9,4.875,1,2,1,76,85,5,0,9
2,5,3,4,1,0,3,2,2.5,1,4,1,5,1,4,6,9,3.875,1,2,2,77,79,8,0,9
2,3,4,4,1,5,1,5,3.125,3,1,4,1,5,1,4,6,3.125,1,2,2,77,79,8,0,9
5,7,6,2,5,2,3,8,4.75,5,3,1,4,1,5,1,4,3,1,2,2,77,82,7,0,7
8,7,7,7,12,9,5,5,7.5,3,5,3,1,4,1,5,1,2.875,1,2,2,77,82,7,0,7
15,11,5,12,10,13,2,7,9.375,7,3,5,3,1,4,1,5,3.625,1,2,2,79,74,12,0,7
7,4,8,14,11,5,5,7,7.625,6,7,3,5,3,1,4,1,3.75,1,2,2,79,74,12,0,7
9,7,11,20,17,9,5,2,10,8,6,7,3,5,3,1,4,4.625,1,2,2,81,65,12,0,7
7,7,16,10,11,9,7,5,9,7,8,6,7,3,5,3,1,5,1,2,2,81,65,12,0,7
13,20,10,9,14,12,10,8,12,8,7,8,6,7,3,5,3,5.875,1,2,2,80,64,9,0,9
7,13,10,15,7,9,7,14,10.25,9,8,7,8,6,7,3,5,6.625,1,2,2,80,64,9,0,9
12,9,18,16,8,9,8,11,11.375,16,9,8,7,8,6,7,3,8,1,2,2,82,62,10,0,7
5,9,16,11,14,14,11,19,12.375,7,16,9,8,7,8,6,7,8.5,1,2,2,82,62,10,0,7
10,16,19,15,14,13,8,10,13.125,11,7,16,9,8,7,8,6,9,1,2,1,84,58,14,0,7
17,22,12,18,11,23,11,13,15.875,12,11,7,16,9,8,7,8,9.75,1,2,1,84,58,14,0,7
22,15,22,18,15,18,17,11,17.25,13,12,11,7,16,9,8,7,10.375,1,2,1,85,57,10,0,9
17,15,23,17,20,22,22,15,18.875,19,13,12,11,7,16,9,8,11.875,1,2,1,85,57,10,0,9
21,24,28,19,12,22,17,18,20.125,17,19,13,12,11,7,16,9,13,1,2,1,86,55,14,0,7
18,26,26,11,13,21,15,11,17.625,18,17,19,13,12,11,7,16,14.125,1,2,1,86,55,14,0,7
23,18,25,28,14,12,14,22,19.5,16,18,17,19,13,12,11,7,14.125,1,2,1,86,57,8,0,7
23,18,26,18,22,18,24,17,20.75,27,16,18,17,19,13,12,11,16.625,1,2,1,86,57,8,0,7
18,24,21,22,19,19,28,18,21.125,26,27,16,18,17,19,13,12,18.5,1,2,1,87,55,8,0,9
17,22,17,26,29,16,11,25,20.375,13,26,27,16,18,17,19,13,18.625,1,2,1,87,55,8,0,9
23,17,27,26,29,24,21,22,23.625,11,13,26,27,16,18,17,19,18.375,1,2,1,86,59,8,0,7
17,26,22,29,31,27,20,15,23.375,21,11,13,26,27,16,18,17,18.625,1,2,1,87,55,7,0,44
24,30,28,36,26,21,20,12,24.625,33,21,11,13,26,27,16,18,20.625,1,2,0,84,67,10,0,45
27,22,25,44,31,26,23,24,27.75,35,33,21,11,13,26,27,16,22.75,1,2,0,85,65,8,0,7
28,24,26,33,42,34,20,19,28.25,46,35,33,21,11,13,26,27,26.5,1,2,0,86,63,7,0,7
27,27,30,25,31,23,11,15,23.625,42,46,35,33,21,11,13,26,28.375,1,2,0,86,63,7,0,7
40,25,16,25,26,21,22,16,23.875,31,42,46,35,33,21,11,13,29,1,2,0,85,61,9,0,7
53,20,17,44,32,27,23,12,28.5,29,31,42,46,35,33,21,11,31,1,2,0,85,61,9,0,7
44,28,27,34,22,32,14,15,27,26,29,31,42,46,35,33,21,32.875,1,2,0,85,61,8,0,4
37,26,28,33,28,23,16,16,25.875,32,26,29,31,42,46,35,33,34.25,1,2,0,85,61,8,0,4
26,19,31,35,26,24,28,20,26.125,37,32,26,29,31,42,46,35,34.75,1,2,0,83,65,5,0,4
38,17,26,21,27,22,33,25,26.125,38,37,32,26,29,31,42,46,35.125,1,2,0,83,65,5,0,4
38,18,21,20,19,28,32,22,24.75,35,38,37,32,26,29,31,42,33.75,1,2,0,83,67,5,0,3
25,19,24,30,23,14,34,22,23.875,32,35,38,37,32,26,29,31,32.5,1,2,1,83,67,5,0,3
15,12,28,33,32,16,17,10,20.375,28,32,35,38,37,32,26,29,32.125,1,3,1,82,74,10,0,4
18,9,30,24,18,11,18,15,17.875,30,28,32,35,38,37,32,26,32.25,1,3,1,82,74,10,0,4
8,7,20,16,12,6,6,6,10.125,12,30,28,32,35,38,37,32,30.5,1,3,1,80,79,7,0,7
9,4,24,23,10,7,12,7,12,15,12,30,28,32,35,38,37,28.375,1,3,1,80,79,7,0,7
9,5,19,16,6,8,9,11,10.375,13,15,12,30,28,32,35,38,25.375,1,3,1,80,81,6,0,9
6,6,16,15,2,4,3,7,7.375,13,13,15,12,30,28,32,35,22.25,1,3,1,80,81,6,0,9
4,2,14,15,5,1,1,3,5.625,5,13,13,15,12,30,28,32,18.5,1,3,1,81,74,5,0,7
1,4,18,13,5,3,1,5,6.25,7,5,13,13,15,12,30,28,15.375,1,3,1,81,74,5,0,7
5,0,11,11,3,2,3,3,4.75,3,7,5,13,13,15,12,30,12.25,1,3,1,81,74,0,0,7
1,1,12,8,6,1,7,5,5.125,1,3,7,5,13,13,15,12,8.625,1,3,1,81,74,0,0,7
4,3,4,5,4,2,5,1,3.5,6,1,3,7,5,13,13,15,7.875,1,3,1,80,74,8,0,9
1,7,5,4,3,2,2,5,3.625,2,6,1,3,7,5,13,13,6.25,1,3,1,80,74,8,0,9
3,2,5,3,4,1,0,3,2.625,1,2,6,1,3,7,5,13,4.75,1,3,2,79,74,10,0,9
5,2,3,4,4,1,5,1,3.125,2,1,2,6,1,3,7,5,3.375,1,3,2,79,74,10,0,9
3,5,7,6,2,5,2,3,4.125,6,2,1,2,6,1,3,7,3.5,1,3,2,79,74,10,0,9
7,8,7,7,7,12,9,5,7.75,6,6,2,1,2,6,1,3,3.375,1,3,2,79,74,10,0,9
6,15,11,5,12,10,13,2,9.25,11,6,6,2,1,2,6,1,4.375,1,3,2,80,71,9,0,9
8,7,4,8,14,11,5,5,7.75,20,11,6,6,2,1,2,6,6.75,1,3,2,80,71,9,0,9
7,9,7,11,20,17,9,5,10.625,10,20,11,6,6,2,1,2,7.25,1,3,2,82,67,13,0,9
8,7,7,16,10,11,9,7,9.375,10,10,20,11,6,6,2,1,8.25,1,3,2,82,67,13,0,9
9,13,20,10,9,14,12,10,12.125,10,10,10,20,11,6,6,2,9.375,1,3,2,83,65,9,0,7
16,7,13,10,15,7,9,7,10.5,10,10,10,10,20,11,6,6,10.375,1,3,2,83,65,9,0,7
7,12,9,18,16,8,9,8,10.875,16,10,10,10,10,20,11,6,11.625,1,3,2,85,63,12,0,7
11,5,9,16,11,14,14,11,11.375,10,16,10,10,10,10,20,11,12.125,1,3,2,85,63,12,0,7
12,10,16,19,15,14,13,8,13.375,12,10,16,10,10,10,10,20,12.25,1,3,1,87,59,8,0,4
13,17,22,12,18,11,23,11,15.875,17,12,10,16,10,10,10,10,11.875,1,3,1,87,59,8,0,4
19,22,15,22,18,15,18,17,18.25,21,17,12,10,16,10,10,10,13.25,1,3,1,88,55,16,0,7
17,17,15,23,17,20,22,22,19.125,19,21,17,12,10,16,10,10,14.375,1,3,1,88,55,16,0,7
18,21,24,28,19,12,22,17,20.125,17,19,21,17,12,10,16,10,15.25,1,3,1,90,48,18,0,7
16,18,26,26,11,13,21,15,18.25,15,17,19,21,17,12,10,16,15.875,1,3,1,90,48,18,0,7
27,23,18,25,28,14,12,14,20.125,16,15,17,19,21,17,12,10,15.875,1,3,1,90,50,13,0,7
26,23,18,26,18,22,18,24,21.875,19,16,15,17,19,21,17,12,17,1,3,1,90,50,13,0,7
13,18,24,21,22,19,19,28,20.5,27,19,16,15,17,19,21,17,18.875,1,3,1,90,50,13,0,7
11,17,22,17,26,29,16,11,18.625,23,27,19,16,15,17,19,21,19.625,1,3,1,90,50,13,0,7
21,23,17,27,26,29,24,21,23.5,30,23,27,19,16,15,17,19,20.75,1,3,1,90,50,18,0,7
33,17,26,22,29,31,27,20,25.625,19,30,23,27,19,16,15,17,20.75,1,3,1,90,50,18,0,7
35,24,30,28,36,26,21,20,27.5,21,19,30,23,27,19,16,15,21.25,1,3,0,90,52,21,0,34
46,27,22,25,44,31,26,23,30.5,36,21,19,30,23,27,19,16,23.875,1,3,0,90,52,21,0,34
42,28,24,26,33,42,34,20,31.125,45,36,21,19,30,23,27,19,27.5,1,3,0,87,59,20,0,2
31,27,27,30,25,31,23,11,25.625,43,45,36,21,19,30,23,27,30.5,1,3,0,87,59,20,0,2
29,40,25,16,25,26,21,22,25.5,39,43,45,36,21,19,30,23,32,1,3,0,87,59,10,0,7
26,53,20,17,44,32,27,23,30.25,36,39,43,45,36,21,19,30,33.625,1,3,0,87,59,10,0,7
32,44,28,27,34,22,32,14,29.125,38,36,39,43,45,36,21,19,34.625,1,3,0,87,61,13,0,9
37,37,26,28,33,28,23,16,28.5,32,38,36,39,43,45,36,21,36.25,1,3,0,87,61,13,0,9
38,26,19,31,35,26,24,28,28.375,50,32,38,36,39,43,45,36,39.875,1,3,0,82,74,14,0,7
35,38,17,26,21,27,22,33,27.375,42,50,32,38,36,39,43,45,40.625,1,3,0,82,74,14,0,7
32,38,18,21,20,19,28,32,26,31,42,50,32,38,36,39,43,38.875,1,3,0,83,72,9,0,7
28,25,19,24,30,23,14,34,24.625,36,31,42,50,32,38,36,39,38,1,3,1,83,72,9,0,7
30,15,12,28,33,32,16,17,22.875,34,36,31,42,50,32,38,36,37.375,1,4,1,84,69,12,0,7
12,18,9,30,24,18,11,18,17.5,33,34,36,31,42,50,32,38,37,1,4,1,84,69,12,0,7
15,8,7,20,16,12,6,6,11.25,18,33,34,36,31,42,50,32,34.5,1,4,1,83,72,5,0,7
13,9,4,24,23,10,7,12,12.75,12,18,33,34,36,31,42,50,32,1,4,1,83,72,5,0,7
13,9,5,19,16,6,8,9,10.625,11,12,18,33,34,36,31,42,27.125,1,4,1,84,67,9,0,9
5,6,6,16,15,2,4,3,7.125,6,11,12,18,33,34,36,31,22.625,1,4,1,84,67,9,0,9
7,4,2,14,15,5,1,1,6.125,9,6,11,12,18,33,34,36,19.875,1,4,1,83,69,8,0,9
3,1,4,18,13,5,3,1,6,6,9,6,11,12,18,33,34,16.125,1,4,1,83,69,8,0,9
1,5,0,11,11,3,2,3,4.5,6,6,9,6,11,12,18,33,12.625,1,4,1,83,72,8,0,9
6,1,1,12,8,6,1,7,5.25,6,6,6,9,6,11,12,18,9.25,1,4,1,83,72,8,0,9
2,4,3,4,5,4,2,5,3.625,0,6,6,6,9,6,11,12,7,1,4,1,82,74,9,0,7
1,1,7,5,4,3,2,2,3.125,3,0,6,6,6,9,6,11,5.875,1,4,1,82,74,9,0,7
2,3,2,5,3,4,1,0,2.5,2,3,0,6,6,6,9,6,4.75,1,4,2,82,74,8,0,4
6,5,2,3,4,4,1,5,3.75,3,2,3,0,6,6,6,9,4.375,1,4,2,82,74,8,0,4
6,3,5,7,6,2,5,2,4.5,6,3,2,3,0,6,6,6,4,1,4,2,84,65,6,0,4
11,7,8,7,7,7,12,9,8.5,7,6,3,2,3,0,6,6,4.125,1,4,2,84,65,6,0,4
20,6,15,11,5,12,10,13,11.5,8,7,6,3,2,3,0,6,4.375,1,4,2,85,63,9,0,7
10,8,7,4,8,14,11,5,8.375,12,8,7,6,3,2,3,0,5.125,1,4,2,85,63,9,0,7
10,7,9,7,11,20,17,9,11.25,7,12,8,7,6,3,2,3,6,1,4,2,88,55,12,0,3
10,8,7,7,16,10,11,9,9.75,8,7,12,8,7,6,3,2,6.625,1,4,2,88,55,12,0,3
10,9,13,20,10,9,14,12,12.125,6,8,7,12,8,7,6,3,7.125,1,4,2,90,52,12,0,7
16,16,7,13,10,15,7,9,11.625,11,6,8,7,12,8,7,6,8.125,1,4,2,90,52,12,0,7
10,7,12,9,18,16,8,9,11.125,9,11,6,8,7,12,8,7,8.5,1,4,2,92,48,12,0,7
12,11,5,9,16,11,14,14,11.5,16,9,11,6,8,7,12,8,9.625,1,4,2,92,48,12,0,7
17,12,10,16,19,15,14,13,14.5,14,16,9,11,6,8,7,12,10.375,1,4,1,92,48,10,0,7
21,13,17,22,12,18,11,23,17.125,15,14,16,9,11,6,8,7,10.75,1,4,1,92,48,10,0,7
19,19,22,15,22,18,15,18,18.5,18,15,14,16,9,11,6,8,12.125,1,4,1,92,48,12,0,7
17,17,17,15,23,17,20,22,18.5,16,18,15,14,16,9,11,6,13.125,1,4,1,92,48,12,0,7
15,18,21,24,28,19,12,22,19.875,14,16,18,15,14,16,9,11,14.125,1,4,1,93,49,16,0,7
16,16,18,26,26,11,13,21,18.375,14,14,16,18,15,14,16,9,14.5,1,4,1,93,49,16,0,7
19,27,23,18,25,28,14,12,20.75,31,14,14,16,18,15,14,16,17.25,1,4,1,91,53,15,0,7
27,26,23,18,26,18,22,18,22.25,19,31,14,14,16,18,15,14,17.625,1,4,1,91,53,15,0,7
23,13,18,24,21,22,19,19,19.875,19,19,31,14,14,16,18,15,18.25,1,4,1,91,55,16,0,7
30,11,17,22,17,26,29,16,21,18,19,19,31,14,14,16,18,18.625,1,4,1,91,55,16,0,7
19,21,23,17,27,26,29,24,23.25,23,18,19,19,31,14,14,16,19.25,1,4,1,89,59,13,0,9
21,33,17,26,22,29,31,27,25.75,38,23,18,19,19,31,14,14,22,1,4,1,89,59,13,0,9
36,35,24,30,28,36,26,21,29.5,26,38,23,18,19,19,31,14,23.5,1,4,0,79,77,12,0,9
45,46,27,22,25,44,31,26,33.25,39,26,38,23,18,19,19,31,26.625,1,4,0,79,77,12,0,9
43,42,28,24,26,33,42,34,34,31,39,26,38,23,18,19,19,26.625,1,4,0,78,79,6,0,2
39,31,27,27,30,25,31,23,29.125,26,31,39,26,38,23,18,19,27.5,1,4,0,78,79,6,0,2
36,29,40,25,16,25,26,21,27.25,42,26,31,39,26,38,23,18,30.375,1,4,0,80,71,3,0,9
38,26,53,20,17,44,32,27,32.125,36,42,26,31,39,26,38,23,32.625,1,4,0,80,71,3,0,9
32,32,44,28,27,34,22,32,31.375,33,36,42,26,31,39,26,38,33.875,1,4,0,78,81,12,0,9
50,37,37,26,28,33,28,23,32.75,25,33,36,42,26,31,39,26,32.25,1,4,0,78,81,12,0,9
42,38,26,19,31,35,26,24,30.125,46,25,33,36,42,26,31,39,34.75,1,4,0,75,90,10,0,9
31,35,38,17,26,21,27,22,27.125,34,46,25,33,36,42,26,31,34.125,1,4,0,75,90,10,0,9
36,32,38,18,21,20,19,28,26.5,38,34,46,25,33,36,42,26,35,1,4,0,74,97,10,0,9
34,28,25,19,24,30,23,14,24.625,39,38,34,46,25,33,36,42,36.625,1,4,1,74,97,10,0,9
33,30,15,12,28,33,32,16,24.875,31,39,38,34,46,25,33,36,35.25,1,5,1,74,91,13,0,9
18,12,18,9,30,24,18,11,17.5,16,31,39,38,34,46,25,33,32.75,1,5,1,74,91,13,0,9
12,15,8,7,20,16,12,6,12,23,16,31,39,38,34,46,25,31.5,1,5,1,73,87,13,0,9
11,13,9,4,24,23,10,7,12.625,19,23,16,31,39,38,34,46,30.75,1,5,1,73,87,13,0,9
6,13,9,5,19,16,6,8,10.25,17,19,23,16,31,39,38,34,27.125,1,5,1,72,91,13,0,9
9,5,6,6,16,15,2,4,7.875,12,17,19,23,16,31,39,38,24.375,1,5,1,70,93,12,0,9
6,7,4,2,14,15,5,1,6.75,8,12,17,19,23,16,31,39,20.625,1,5,1,70,93,13,0,9
6,3,1,4,18,13,5,3,6.625,3,8,12,17,19,23,16,31,16.125,1,5,1,69,93,12,0,9
6,1,5,0,11,11,3,2,4.875,9,3,8,12,17,19,23,16,13.375,1,5,1,69,90,13,0,9
0,6,1,1,12,8,6,1,4.375,9,9,3,8,12,17,19,23,12.5,1,5,1,67,97,14,0,9
3,2,4,3,4,5,4,2,3.375,3,9,9,3,8,12,17,19,10,1,5,1,66,96,15,0,9
2,1,1,7,5,4,3,2,3.125,2,3,9,9,3,8,12,17,7.875,1,5,1,66,96,14,0,9
